# Document parsed from: Master_List_for_Atlas_Copco-2.xlsx

## Page 1

|Basic Material|Changed By|Business Partner|Organizational Unit|Changed on|Company Created|Created by|Created on|Desc. in English (as of 11.2025)|Old description|Ext. Matl Group|Material group|Material type||Purchasing document|Purchase doc Item|Purchasing org.||Size/Dimension|Vendor||Material|Counter of PO|Counter of Material|PO Value|PO Quantity|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|03/20/2025|INEA|INE-SHIABHI|03/10/2025|VALVE, NEEDLE|#|#|VALVE,|ZRH8|Purchased finished|45813852|130|US02|Comptec|3/4"T SS-18RS12 MTR 3.1/USA MATE|1101010287|ALBANY VALVE & FITTING COMPANY|1314211614|1|1|$ 654.98|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|03/20/2025|INEA|INE-SHIABHI|03/10/2025|VALVE, NEEDLE|#|#|VALVE,|ZRH8|Purchased finished|45813852|140|US02|Comptec|3/4"T SS-18RS12 MTR 3.1/USA MATE|1101010287|ALBANY VALVE & FITTING COMPANY|1314211614|1|1|$ 654.98|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|03/20/2025|INEA|INE-SHIABHI|03/10/2025|VALVE, NEEDLE|#|#|VALVE,|ZRH8|Purchased finished|45813852|150|US02|Comptec|3/4"T SS-18RS12 MTR 3.1/USA MATE|1101010287|ALBANY VALVE & FITTING COMPANY|1314211614|1|1|$ 654.98|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/01/2025|INEA|INE-SHIABHI|02/18/2025|VALVE, BALL|#|#|VALVE,|ZRH8|Purchased finished|45813852|10|US02|Comptec|1/2T SS-63PS8-JL MTR 3.1/USA MAT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209901|1|1|$ 2,032.20|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/01/2025|INEA|INE-SHIABHI|02/18/2025|VALVE, BALL|#|#|VALVE,|ZRH8|Purchased finished|45813852|20|US02|Comptec|1/2T SS-63PS8-JL MTR 3.1/USA MAT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209901|1|1|$ 2,032.20|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/01/2025|INEA|INE-SHIABHI|02/18/2025|VALVE, BALL|#|#|VALVE,|ZRH8|Purchased finished|45813852|30|US02|Comptec|1/2T SS-63PS8-JL MTR 3.1/USA MAT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209901|1|1|$ 2,032.20|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/01/2025|INEA|INE-SHIABHI|02/18/2025|VALVE, BALL|#|#|VALVE,|ZRH8|Purchased finished|45813852|40|US02|Comptec|1/2T SS-63PS8-JL MTR 3.1/USA MAT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209901|1|1|$ 1,016.10|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/01/2025|INEA|INE-SHIABHI|02/18/2025|VALVE, BALL|#|#|VALVE,|ZRH8|Purchased finished|45813852|50|US02|Comptec|1/2T SS-63PS8-JL MTR 3.1/USA MAT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209901|1|1|$ 1,016.10|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/01/2025|INEA|INE-SHIABHI|02/18/2025|VALVE, BALL|#|#|VALVE,|ZRH8|Purchased finished|45813852|60|US02|Comptec|1/2T SS-63PS8-JL MTR 3.1/USA MAT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209901|1|1|$ 1,016.10|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/01/2025|INEA|INE-SHIABHI|02/18/2025|VALVE, BALL|#|#|VALVE,|ZRH8|Purchased finished|45813852|70|US02|Comptec|1/2T SS-63PS8-JL MTR 3.1/USA MAT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209901|1|1|$ 508.05|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/01/2025|INEA|INE-SHIABHI|02/18/2025|VALVE, BALL|#|#|VALVE,|ZRH8|Purchased finished|45813852|80|US02|Comptec|1/2T SS-63PS8-JL MTR 3.1/USA MAT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209901|1|1|$ 508.05|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/01/2025|INEA|INE-SHIABHI|02/18/2025|VALVE, BALL|#|#|VALVE,|ZRH8|Purchased finished|45813852|90|US02|Comptec|1/2T SS-63PS8-JL MTR 3.1/USA MAT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209901|1|1|$ 508.05|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, PIPE FLANGE SPECIAL/MOD/ADAPT|#|#|FITTING,|ZRH8|Purchased finished|45815906|190|US02|Comptec|CMTR 2"-150# X 1"T CONNECTOR SWG|1101010287|ALBANY VALVE & FITTING COMPANY|1314211659|1|1|$ 604.38|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, PIPE FLANGE SPECIAL/MOD/ADAPT|#|#|FITTING,|ZRH8|Purchased finished|45815906|200|US02|Comptec|CMTR 2"-150# X 1"T CONNECTOR SWG|1101010287|ALBANY VALVE & FITTING COMPANY|1314211659|1|1|$ 604.38|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, PIPE FLANGE SPECIAL/MOD/ADAPT|#|#|FITTING,|ZRH8|Purchased finished|45815906|210|US02|Comptec|CMTR 2"-150# X 1"T CONNECTOR SWG|1101010287|ALBANY VALVE & FITTING COMPANY|1314211659|1|1|$ 604.38|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, PIPE FLANGE SPECIAL/MOD/ADAPT|#|#|FITTING,|ZRH8|Purchased finished|45816039|10|US02|Comptec|CMTR 1-1/2"-150#FLG INTGRL X 1"T|1101010287|ALBANY VALVE & FITTING COMPANY|1314211657|1|1|$ 752.56|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, PIPE FLANGE SPECIAL/MOD/ADAPT|#|#|FITTING,|ZRH8|Purchased finished|45816039|20|US02|Comptec|CMTR 1-1/2"-150#FLG INTGRL X 1"T|1101010287|ALBANY VALVE & FITTING COMPANY|1314211657|1|1|$ 752.56|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, PIPE FLANGE SPECIAL/MOD/ADAPT|#|#|FITTING,|ZRH8|Purchased finished|45816039|30|US02|Comptec|CMTR 1-1/2"-150#FLG INTGRL X 1"T|1101010287|ALBANY VALVE & FITTING COMPANY|1314211657|1|1|$ 752.56|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE BULKHEAD UNION|#|#|FITTING,|ZRH8|Purchased finished|45818169|280|US02|Comptec|CMTR 1/2T SS-810-61 SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211675|1|1|$ 62.50|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE BULKHEAD UNION|#|#|FITTING,|ZRH8|Purchased finished|45818169|290|US02|Comptec|CMTR 1/2T SS-810-61 SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211675|1|1|$ 62.50|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE BULKHEAD UNION|#|#|FITTING,|ZRH8|Purchased finished|45818169|300|US02|Comptec|CMTR 1/2T SS-810-61 SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211675|1|1|$ 62.50|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR FEMALE|#|#|FITTING,|ZRH8|Purchased finished|45815906|220|US02|Comptec|CMTR 3/8T X 1/2FNPT SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211661|1|1|$ 43.20|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR FEMALE|#|#|FITTING,|ZRH8|Purchased finished|45815906|230|US02|Comptec|CMTR 3/8T X 1/2FNPT SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211661|1|1|$ 43.20|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR FEMALE|#|#|FITTING,|ZRH8|Purchased finished|45815906|240|US02|Comptec|CMTR 3/8T X 1/2FNPT SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211661|1|1|$ 43.20|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|40|US02|Comptec|CMTR 3/8T X 1/4MNPT SS 600-1-4|1101010287|ALBANY VALVE & FITTING COMPANY|1314211658|1|1|$ 28.40|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|50|US02|Comptec|CMTR 3/8T X 1/4MNPT SS 600-1-4|1101010287|ALBANY VALVE & FITTING COMPANY|1314211658|1|1|$ 28.40|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|60|US02|Comptec|CMTR 3/8T X 1/4MNPT SS 600-1-4|1101010287|ALBANY VALVE & FITTING COMPANY|1314211658|1|1|$ 28.40|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|70|US02|Comptec|CMTR TC 3/8T X 9/16 SS-600-1-6BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314211665|1|1|$ 52.80|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|80|US02|Comptec|CMTR TC 3/8T X 9/16 SS-600-1-6BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314211665|1|1|$ 52.80|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|90|US02|Comptec|CMTR TC 3/8T X 9/16 SS-600-1-6BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314211665|1|1|$ 52.80|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|160|US02|Comptec|CMTR 3/8T X 1/8MNPT SS 600-1-2|1101010287|ALBANY VALVE & FITTING COMPANY|1314211670|1|1|$ 27.00|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|170|US02|Comptec|CMTR 3/8T X 1/8MNPT SS 600-1-2|1101010287|ALBANY VALVE & FITTING COMPANY|1314211670|1|1|$ 27.00|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|180|US02|Comptec|CMTR 3/8T X 1/8MNPT SS 600-1-2|1101010287|ALBANY VALVE & FITTING COMPANY|1314211670|1|1|$ 27.00|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|190|US02|Comptec|CMTR 1/2T X 1/2"BSPP|1101010287|ALBANY VALVE & FITTING COMPANY|1314211673|1|1|$ 47.20|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|200|US02|Comptec|CMTR 1/2T X 1/2"BSPP|1101010287|ALBANY VALVE & FITTING COMPANY|1314211673|1|1|$ 47.20|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45816039|210|US02|Comptec|CMTR 1/2T X 1/2"BSPP|1101010287|ALBANY VALVE & FITTING COMPANY|1314211673|1|1|$ 47.20|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45838553|10|US02|Comptec|CMTR 1/2T X 1/2"BSPP|1101010287|ALBANY VALVE & FITTING COMPANY|1314211673|1|1|$ 33.50|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45838553|20|US02|Comptec|CMTR 1/2T X 1/2"BSPP|1101010287|ALBANY VALVE & FITTING COMPANY|1314211673|1|1|$ 33.50|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45838553|30|US02|Comptec|CMTR 1/2T X 1/2"BSPP|1101010287|ALBANY VALVE & FITTING COMPANY|1314211673|1|1|$ 33.50|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45815906|40|US02|Comptec|CMTR M 1/2T X 9/16-18 SS SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211651|1|1|$ 39.20|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45815906|50|US02|Comptec|CMTR M 1/2T X 9/16-18 SS SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211651|1|1|$ 39.20|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45815906|60|US02|Comptec|CMTR M 1/2T X 9/16-18 SS SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211651|1|1|$ 39.20|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45815906|160|US02|Comptec|CMTR MALE, 1T X 1-5/16 SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211656|1|1|$ 313.80|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45815906|170|US02|Comptec|CMTR MALE, 1T X 1-5/16 SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211656|1|1|$ 313.80|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45815906|180|US02|Comptec|CMTR MALE, 1T X 1-5/16 SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211656|1|1|$ 313.80|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45815906|250|US02|Comptec|CMTR 1/2T X 3/4-16 SS SWAGELOK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211668|1|1|$ 37.60|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45815906|260|US02|Comptec|CMTR 1/2T X 3/4-16 SS SWAGELOK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211668|1|1|$ 37.60|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45815906|270|US02|Comptec|CMTR 1/2T X 3/4-16 SS SWAGELOK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211668|1|1|$ 37.60|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45816039|100|US02|Comptec|CMTR 1T X 1-5/8-12 1610-1-20ST|1101010287|ALBANY VALVE & FITTING COMPANY|1314211667|1|1|$ 449.60|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45816039|110|US02|Comptec|CMTR 1T X 1-5/8-12 1610-1-20ST|1101010287|ALBANY VALVE & FITTING COMPANY|1314211667|1|1|$ 449.60|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45816039|120|US02|Comptec|CMTR 1T X 1-5/8-12 1610-1-20ST|1101010287|ALBANY VALVE & FITTING COMPANY|1314211667|1|1|$ 449.60|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45816039|130|US02|Comptec|CMTR 3/8T X 9/16-18 600-1-6ST|1101010287|ALBANY VALVE & FITTING COMPANY|1314211669|1|1|$ 31.30|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45816039|140|US02|Comptec|CMTR 3/8T X 9/16-18 600-1-6ST|1101010287|ALBANY VALVE & FITTING COMPANY|1314211669|1|1|$ 31.30|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45816039|150|US02|Comptec|CMTR 3/8T X 9/16-18 600-1-6ST|1101010287|ALBANY VALVE & FITTING COMPANY|1314211669|1|1|$ 31.30|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45833665|10|US02|Comptec|CMTR 3/8T X 9/16-18 600-1-6ST|1101010287|ALBANY VALVE & FITTING COMPANY|1314211669|1|1|$ 34.00|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45833665|20|US02|Comptec|CMTR 3/8T X 9/16-18 600-1-6ST|1101010287|ALBANY VALVE & FITTING COMPANY|1314211669|1|1|$ 34.00|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR O-RING SEAL|#|#|FITTING,|ZRH8|Purchased finished|45833665|30|US02|Comptec|CMTR 3/8T X 9/16-18 600-1-6ST|1101010287|ALBANY VALVE & FITTING COMPANY|1314211669|1|1|$ 34.00|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45815906|280|US02|Comptec|CMTR 1"T SS-1611-PC SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211671|1|1|$ 73.60|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45815906|290|US02|Comptec|CMTR 1"T SS-1611-PC SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211671|1|1|$ 73.60|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45815906|300|US02|Comptec|CMTR 1"T SS-1611-PC SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211671|1|1|$ 73.60|2 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45818169|190|US02|Comptec|CMTR 1/2T SWGLK 811-PC|1101010287|ALBANY VALVE & FITTING COMPANY|1314211672|1|1|$ 74.28|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45818169|200|US02|Comptec|CMTR 1/2T SWGLK 811-PC|1101010287|ALBANY VALVE & FITTING COMPANY|1314211672|1|1|$ 18.57|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45818169|210|US02|Comptec|CMTR 1/2T SWGLK 811-PC|1101010287|ALBANY VALVE & FITTING COMPANY|1314211672|1|1|$ 74.28|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45818169|220|US02|Comptec|CMTR 1/2T SWGLK 811-PC|1101010287|ALBANY VALVE & FITTING COMPANY|1314211672|1|1|$ 74.28|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45818169|230|US02|Comptec|CMTR 1/2T SWGLK 811-PC|1101010287|ALBANY VALVE & FITTING COMPANY|1314211672|1|1|$ 18.57|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45818169|240|US02|Comptec|CMTR 1/2T SWGLK 811-PC|1101010287|ALBANY VALVE & FITTING COMPANY|1314211672|1|1|$ 74.28|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45818169|250|US02|Comptec|CMTR 1/2T SWGLK 811-PC|1101010287|ALBANY VALVE & FITTING COMPANY|1314211672|1|1|$ 74.28|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45818169|260|US02|Comptec|CMTR 1/2T SWGLK 811-PC|1101010287|ALBANY VALVE & FITTING COMPANY|1314211672|1|1|$ 18.57|1 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE CONNECTOR PORT|#|#|FITTING,|ZRH8|Purchased finished|45818169|270|US02|Comptec|CMTR 1/2T SWGLK 811-PC|1101010287|ALBANY VALVE & FITTING COMPANY|1314211672|1|1|$ 74.28|4 PC|
|316 SS|GAP-ENOVIA|Not assigned|Not assigned|04/15/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|03/13/2025|FITTING, TUBE ELBOW UNION|#|#|FITTING,|ZRH8|Purchased finished|45815906|100|US02|Comptec|CMTR 1"T SS-1610-9 SWGLK|1101010287|ALBANY VALVE & FITTING COMPANY|1314211654|1|1|$ 1,059.45|7 PC|
